"","Species","a","b"
"4101","Liolaemus valdesianus",-4.678,3.097
"4102","Liolaemus vallecurensis",-4.678,3.097
"4103","Liolaemus variegatus",-4.678,3.097
"4104","Liolaemus velosoi",-4.678,3.097
"4105","Liolaemus villaricensis",-4.678,3.097
"4106","Liolaemus vulcanus",-4.678,3.097
"4107","Liolaemus walkeri",-4.678,3.097
"4108","Liolaemus wari",-4.678,3.097
"4109","Liolaemus wiegmannii",-4.678,3.097
"4110","Liolaemus williamsi",-4.678,3.097
"4111","Liolaemus xanthoviridis",-4.678,3.097
"4112","Liolaemus yalguaraz",-4.678,3.097
"4113","Liolaemus yanalcu",-4.678,3.097
"4114","Liolaemus yatel",-4.678,3.097
"4115","Liolaemus zabalai",-4.678,3.097
"4116","Liolaemus zapallarensis",-4.678,3.097
"4117","Liolaemus zullyae",-4.678,3.097
"4118","Liopholis guthega",-5.125,3.229
"4119","Liopholis inornata",-5.125,3.229
"4120","Liopholis kintorei",-5.125,3.229
"4121","Liopholis margaretae",-5.125,3.229
"4122","Liopholis modesta",-5.125,3.229
"4123","Liopholis montana",-5.125,3.229
"4124","Liopholis multiscutata",-5.125,3.229
"4125","Liopholis personata",-5.125,3.229
"4126","Liopholis pulchra",-5.125,3.229
"4127","Liopholis slateri",-5.125,3.229
"4128","Liopholis striata",-5.125,3.229
"4129","Liopholis whitii",-5.125,3.229
"4130","Lioscincus steindachneri",-5.125,3.229
"4131","Lioscincus vivae",-5.125,3.229
"4132","Lipinia albodorsalis",-5.125,3.229
"4133","Lipinia auriculata",-5.125,3.229
"4134","Lipinia cheesmanae",-5.125,3.229
"4135","Lipinia inconspicua",-5.125,3.229
"4136","Lipinia inexpectata",-5.125,3.229
"4137","Lipinia infralineolata",-5.125,3.229
"4138","Lipinia leptosoma",-5.125,3.229
"4139","Lipinia longiceps",-5.125,3.229
"4140","Lipinia macrotympanum",-5.125,3.229
"4141","Lipinia miangensis",-5.125,3.229
"4142","Lipinia nitens",-5.125,3.229
"4143","Lipinia noctua",-5.125,3.229
"4144","Lipinia nototaenia",-5.125,3.229
"4145","Lipinia occidentalis",-5.125,3.229
"4146","Lipinia pulchella",-5.125,3.229
"4147","Lipinia pulchra",-5.125,3.229
"4148","Lipinia quadrivittata",-5.125,3.229
"4149","Lipinia rabori",-5.125,3.229
"4150","Lipinia relicta",-5.125,3.229
"4151","Lipinia rouxi",-5.125,3.229
"4152","Lipinia sekayuensis",-5.125,3.229
"4153","Lipinia semperi",-5.125,3.229
"4154","Lipinia septentrionalis",-5.125,3.229
"4155","Lipinia subvittata",-5.125,3.229
"4156","Lipinia surda",-5.125,3.229
"4157","Lipinia venemai",-5.125,3.229
"4158","Lipinia vittigera",-5.125,3.229
"4159","Lipinia vulcania",-5.125,3.229
"4160","Lipinia zamboangensis",-5.125,3.229
"4161","Lissolepis coventryi",-5.125,3.229
"4162","Lissolepis luctuosa",-5.125,3.229
"4163","Lobulia alpina",-5.125,3.229
"4164","Lobulia brongersmai",-5.125,3.229
"4165","Lobulia elegans",-5.125,3.229
"4166","Lobulia glacialis",-5.125,3.229
"4167","Lobulia stellaris",-5.125,3.229
"4168","Lobulia subalpina",-5.125,3.229
"4169","Lophocalotes achlios",-4.686,3.105
"4170","Lophocalotes ludekingi",-4.686,3.105
"4171","Lophognathus gilberti",-4.686,3.105
"4172","Lophognathus maculilabris",-4.686,3.105
"4173","Lophosaurus boydii",-4.686,3.105
"4174","Lophosaurus dilophus",-4.686,3.105
"4175","Lophosaurus spinipes",-4.686,3.105
"4176","Loveridgea ionidesii",-8.647,4.007
"4177","Loveridgea phylofiniens",-8.647,4.007
"4178","Loxopholis caparensis",-5.178,3.302
"4179","Loxopholis ferreirai",-5.178,3.302
"4180","Loxopholis guianense",-5.178,3.302
"4181","Loxopholis guianensis",-5.178,3.302
"4182","Loxopholis hexalepis",-5.178,3.302
"4183","Loxopholis hoogmoedi",-5.178,3.302
"4184","Loxopholis ioanna",-5.178,3.302
"4185","Loxopholis osvaldoi",-5.178,3.302
"4186","Loxopholis parietalis",-5.178,3.302
"4187","Loxopholis percarinatum",-5.178,3.302
"4188","Loxopholis rugiceps",-5.178,3.302
"4189","Loxopholis snethlageae",-5.178,3.302
"4190","Loxopholis southi",-5.178,3.302
"4191","Lubuya ivensii",-5.125,3.229
"4192","Lucasium alboguttatum",-4.804,3.057
"4193","Lucasium bungabinna",-4.804,3.057
"4194","Lucasium byrnei",-4.804,3.057
"4195","Lucasium damaeum",-4.804,3.057
"4196","Lucasium immaculatum",-4.804,3.057
"4197","Lucasium maini",-4.804,3.057
"4198","Lucasium occultum",-4.804,3.057
"4199","Lucasium squarrosum",-4.804,3.057
"4200","Lucasium steindachneri",-4.804,3.057
"4201","Lucasium stenodactylum",-4.804,3.057
"4202","Lucasium wombeyi",-4.804,3.057
"4203","Luperosaurus angliit",-4.242,2.761
"4204","Luperosaurus brooksii",-4.242,2.761
"4205","Luperosaurus browni",-4.242,2.761
"4206","Luperosaurus corfieldi",-4.242,2.761
"4207","Luperosaurus cumingii",-4.242,2.761
"4208","Luperosaurus gulat",-4.242,2.761
"4209","Luperosaurus iskandari",-4.242,2.761
"4210","Luperosaurus joloensis",-4.242,2.761
"4211","Luperosaurus kubli",-4.242,2.761
"4212","Luperosaurus macgregori",-4.242,2.761
"4213","Luperosaurus palawanensis",-4.242,2.761
"4214","Luperosaurus sorok",-4.242,2.761
"4215","Luperosaurus yasumai",-4.242,2.761
"4216","Lygisaurus abscondita",-5.125,3.229
"4217","Lygisaurus aeratus",-5.125,3.229
"4218","Lygisaurus curtus",-5.125,3.229
"4219","Lygisaurus foliorum",-5.125,3.229
"4220","Lygisaurus laevis",-5.125,3.229
"4221","Lygisaurus macfarlani",-5.125,3.229
"4222","Lygisaurus malleolus",-5.125,3.229
"4223","Lygisaurus novaeguineae",-5.125,3.229
"4224","Lygisaurus parrhasius",-5.125,3.229
"4225","Lygisaurus rimula",-5.125,3.229
"4226","Lygisaurus rococo",-5.125,3.229
"4227","Lygisaurus sesbrauna",-5.125,3.229
"4228","Lygisaurus tanneri",-5.125,3.229
"4229","Lygisaurus zuma",-5.125,3.229
"4230","Lygodactylus angolensis",-4.242,2.761
"4231","Lygodactylus angularis",-4.242,2.761
"4232","Lygodactylus arnoulti",-4.242,2.761
"4233","Lygodactylus bernardi",-4.242,2.761
"4234","Lygodactylus bivittis",-4.242,2.761
"4235","Lygodactylus blancae",-4.242,2.761
"4236","Lygodactylus blanci",-4.242,2.761
"4237","Lygodactylus bradfieldi",-4.242,2.761
"4238","Lygodactylus broadleyi",-4.242,2.761
"4239","Lygodactylus capensis",-4.242,2.761
"4240","Lygodactylus chobiensis",-4.242,2.761
"4241","Lygodactylus conradti",-4.242,2.761
"4242","Lygodactylus conraui",-4.242,2.761
"4243","Lygodactylus decaryi",-4.242,2.761
"4244","Lygodactylus depressus",-4.242,2.761
"4245","Lygodactylus expectatus",-4.242,2.761
"4246","Lygodactylus fischeri",-4.242,2.761
"4247","Lygodactylus grandisonae",-4.242,2.761
"4248","Lygodactylus graniticolus",-4.242,2.761
"4249","Lygodactylus gravis",-4.242,2.761
"4250","Lygodactylus grotei",-4.242,2.761
"4251","Lygodactylus guibei",-4.242,2.761
"4252","Lygodactylus gutturalis",-4.242,2.761
"4253","Lygodactylus heterurus",-4.242,2.761
"4254","Lygodactylus inexpectatus",-4.242,2.761
"4255","Lygodactylus insularis",-4.242,2.761
"4256","Lygodactylus intermedius",-4.242,2.761
"4257","Lygodactylus keniensis",-4.242,2.761
"4258","Lygodactylus kimhowelli",-4.242,2.761
"4259","Lygodactylus klemmeri",-4.242,2.761
"4260","Lygodactylus klugei",-4.242,2.761
"4261","Lygodactylus laterimaculatus",-4.242,2.761
"4262","Lygodactylus lawrencei",-4.242,2.761
"4263","Lygodactylus luteopicturatus",-4.242,2.761
"4264","Lygodactylus madagascariensis",-4.242,2.761
"4265","Lygodactylus manni",-4.242,2.761
"4266","Lygodactylus methueni",-4.242,2.761
"4267","Lygodactylus miops",-4.242,2.761
"4268","Lygodactylus mirabilis",-4.242,2.761
"4269","Lygodactylus mombasicus",-4.242,2.761
"4270","Lygodactylus montanus",-4.242,2.761
"4271","Lygodactylus nigropunctatus",-4.242,2.761
"4272","Lygodactylus ocellatus",-4.242,2.761
"4273","Lygodactylus ornatus",-4.242,2.761
"4274","Lygodactylus pauliani",-4.242,2.761
"4275","Lygodactylus picturatus",-4.242,2.761
"4276","Lygodactylus pictus",-4.242,2.761
"4277","Lygodactylus rarus",-4.242,2.761
"4278","Lygodactylus regulus",-4.242,2.761
"4279","Lygodactylus rex",-4.242,2.761
"4280","Lygodactylus roavolana",-4.242,2.761
"4281","Lygodactylus scheffleri",-4.242,2.761
"4282","Lygodactylus scorteccii",-4.242,2.761
"4283","Lygodactylus somalicus",-4.242,2.761
"4284","Lygodactylus stevensoni",-4.242,2.761
"4285","Lygodactylus thomensis",-4.242,2.761
"4286","Lygodactylus tolampyae",-4.242,2.761
"4287","Lygodactylus tuberosus",-4.242,2.761
"4288","Lygodactylus verticillatus",-4.242,2.761
"4289","Lygodactylus viscatus",-4.242,2.761
"4290","Lygodactylus waterbergensis",-4.242,2.761
"4291","Lygodactylus wetzeli",-4.242,2.761
"4292","Lygodactylus williamsi",-4.242,2.761
"4293","Lygodactylus wojnowskii",-4.242,2.761
"4294","Lygosoma albopunctata",-5.125,3.229
"4295","Lygosoma angeli",-5.125,3.229
"4296","Lygosoma anguinum",-5.125,3.229
"4297","Lygosoma bampfyldei",-5.125,3.229
"4298","Lygosoma boehmei",-5.125,3.229
"4299","Lygosoma bowringii",-5.125,3.229
"4300","Lygosoma corpulentum",-5.125,3.229
"4301","Lygosoma frontoparietale",-5.125,3.229
"4302","Lygosoma goaensis",-5.125,3.229
"4303","Lygosoma guentheri",-5.125,3.229
"4304","Lygosoma haroldyoungi",-4.207,2.471
"4305","Lygosoma herberti",-5.125,3.229
"4306","Lygosoma isodactylum",-4.207,2.471
"4307","Lygosoma koratense",-5.125,3.229
"4308","Lygosoma laeviceps",-5.125,3.229
"4309","Lygosoma lanceolatum",-5.125,3.229
"4310","Lygosoma lineata",-5.125,3.229
"4311","Lygosoma lineolatum",-4.207,2.471
"4312","Lygosoma mafianum",-5.125,3.229
"4313","Lygosoma opisthorhodum",-5.125,3.229
"4314","Lygosoma pembanum",-5.125,3.229
"4315","Lygosoma popae",-5.125,3.229
"4316","Lygosoma pruthi",-5.125,3.229
"4317","Lygosoma punctata",-5.125,3.229
"4318","Lygosoma quadrupes",-4.207,2.471
"4319","Lygosoma samajaya",-5.125,3.229
"4320","Lygosoma singha",-5.125,3.229
"4321","Lygosoma tabonorum",-5.125,3.229
"4322","Lygosoma veunsaiensis",-5.125,3.229
"4323","Lygosoma vosmaeri",-5.125,3.229
"4324","Lyriocephalus scutatus",-4.686,3.105
"4325","Mabuya berengerae",-5.125,3.229
"4326","Mabuya cochonae",-5.125,3.229
"4327","Mabuya desiradae",-5.125,3.229
"4328","Mabuya dominicana",-5.125,3.229
"4329","Mabuya grandisterrae",-5.125,3.229
"4330","Mabuya guadeloupae",-5.125,3.229
"4331","Mabuya hispaniolae",-5.125,3.229
"4332","Mabuya mabouya",-5.125,3.229
"4333","Mabuya meridensis",-5.125,3.229
"4334","Mabuya montserratae",-5.125,3.229
"4335","Mabuya parviterrae",-5.125,3.229
"4336","Mabuya pergravis",-5.125,3.229
"4337","Mabuya zuliae",-5.125,3.229
"4338","Macropholidus annectens",-5.178,3.302
"4339","Macropholidus ataktolepis",-5.178,3.302
"4340","Macropholidus huancabambae",-5.178,3.302
"4341","Macropholidus ruthveni",-5.178,3.302
"4342","Madascincus ankodabensis",-5.125,3.229
"4343","Madascincus arenicola",-5.125,3.229
"4344","Madascincus igneocaudatus",-5.125,3.229
"4345","Madascincus macrolepis",-5.125,3.229
"4346","Madascincus melanopleura",-5.125,3.229
"4347","Madascincus miafina",-5.125,3.229
"4348","Madascincus minutus",-5.125,3.229
"4349","Madascincus mouroundavae",-5.125,3.229
"4350","Madascincus nanus",-5.125,3.229
"4351","Madascincus polleni",-5.125,3.229
"4352","Madascincus pyrurus",-5.125,3.229
"4353","Madascincus stumpffi",-5.125,3.229
"4354","Malayodracon robinsonii",-4.686,3.105
"4355","Manciola guaporicola",-5.125,3.229
"4356","Mantheyus phuwuanensis",-4.686,3.105
"4357","Marinussaurus curupira",-5.178,3.302
"4358","Marisora alliacea",-5.125,3.229
"4359","Marisora aurulae",-5.125,3.229
"4360","Marisora brachypoda",-5.125,3.229
"4361","Marisora falconensis",-5.125,3.229
"4362","Marisora magnacornae",-5.125,3.229
"4363","Marisora roatanae",-5.125,3.229
"4364","Marisora unimarginata",-5.125,3.229
"4365","Marmorosphax boulinda",-5.125,3.229
"4366","Marmorosphax kaala",-5.125,3.229
"4367","Marmorosphax montana",-5.125,3.229
"4368","Marmorosphax taom",-5.125,3.229
"4369","Marmorosphax tricolor",-5.125,3.229
"4370","Matoatoa brevipes",-4.242,2.761
"4371","Matoatoa spannringi",-4.242,2.761
"4372","Matobosaurus maltzahni",-4.783,3.085
"4373","Matobosaurus validus",-4.783,3.085
"4374","Mediodactylus amictopholis",-4.242,2.761
"4375","Mediodactylus aspratilis",-4.242,2.761
"4376","Mediodactylus brachykolon",-4.242,2.761
"4377","Mediodactylus heterocercus",-4.242,2.761
"4378","Mediodactylus heteropholis",-4.242,2.761
"4379","Mediodactylus ilamensis",-4.242,2.761
"4380","Mediodactylus kotschyi",-4.242,2.761
"4381","Mediodactylus narynensis",-4.242,2.761
"4382","Mediodactylus russowii",-4.242,2.761
"4383","Mediodactylus sagittifer",-4.242,2.761
"4384","Mediodactylus spinicauda",-4.242,2.761
"4385","Mediodactylus stevenandersoni",-4.242,2.761
"4386","Mediodactylus walli",-4.242,2.761
"4387","Medopheos edracanthus",-4.747,3.11
"4388","Melanoseps ater",-4.207,2.3
"4389","Melanoseps emmrichi",-4.207,2.471
"4390","Melanoseps longicauda",-4.207,2.471
"4391","Melanoseps loveridgei",-4.207,2.3
"4392","Melanoseps occidentalis",-4.207,2.3
"4393","Melanoseps pygmaeus",-4.207,2.3
"4394","Melanoseps rondoensis",-4.207,2.3
"4395","Melanoseps uzungwensis",-4.207,2.3
"4396","Menetia alanae",-5.125,3.229
"4397","Menetia concinna",-5.125,3.229
"4398","Menetia greyii",-5.125,3.229
"4399","Menetia maini",-5.125,3.229
"4400","Menetia surda",-5.125,3.229
"4401","Meroles anchietae",-4.543,2.951
"4402","Meroles ctenodactylus",-4.543,2.951
"4403","Meroles cuneirostris",-4.543,2.951
"4404","Meroles knoxii",-4.543,2.951
"4405","Meroles micropholidotus",-4.543,2.951
"4406","Meroles reticulatus",-4.543,2.951
"4407","Meroles squamulosus",-4.543,2.951
"4408","Meroles suborbitalis",-4.543,2.951
"4409","Mesalina adramitana",-4.543,2.951
"4410","Mesalina ayunensis",-4.543,2.951
"4411","Mesalina bahaeldini",-4.543,2.951
"4412","Mesalina balfouri",-4.543,2.951
"4413","Mesalina bernoullii",-4.543,2.951
"4414","Mesalina brevirostris",-4.543,2.951
"4415","Mesalina ercolinii",-4.543,2.951
"4416","Mesalina guttulata",-4.543,2.951
"4417","Mesalina kuri",-4.543,2.951
"4418","Mesalina martini",-4.543,2.951
"4419","Mesalina microlepis",-4.543,2.951
"4420","Mesalina olivieri",-4.543,2.951
"4421","Mesalina pasteuri",-4.543,2.951
"4422","Mesalina rubropunctata",-4.543,2.951
"4423","Mesalina saudiarabica",-4.543,2.951
"4424","Mesalina simoni",-4.543,2.951
"4425","Mesalina watsonana",-4.543,2.951
"4426","Mesaspis antauges",-5.765,3.48
"4427","Mesaspis cuchumatanus",-5.765,3.48
"4428","Mesaspis gadovii",-5.765,3.48
"4429","Mesaspis juarezi",-5.765,3.48
"4430","Mesaspis monticola",-5.765,3.48
"4431","Mesaspis moreletii",-5.765,3.48
"4432","Mesaspis viridiflava",-5.765,3.48
"4433","Mesobaena huebneri",-8.647,4.007
"4434","Mesobaena rhachicephala",-8.647,4.007
"4435","Mesoscincus altamirani",-5.125,3.229
"4436","Mesoscincus managuae",-5.125,3.229
"4437","Mesoscincus schwartzei",-5.125,3.229
"4438","Micrablepharus atticolus",-5.178,3.302
"4439","Micrablepharus maximiliani",-5.178,3.302
"4440","Microgecko chabaharensis",-4.242,2.761
"4441","Microgecko depressus",-4.242,2.761
"4442","Microgecko helenae",-4.242,2.761
"4443","Microgecko latifi",-4.242,2.761
"4444","Microgecko persicus",-4.242,2.761
"4445","Microlophus albemarlensis",-3.884,2.719
"4446","Microlophus atacamensis",-3.884,2.719
"4447","Microlophus barringtonensis",-3.884,2.719
"4448","Microlophus bivittatus",-3.884,2.719
"4449","Microlophus delanonis",-3.884,2.719
"4450","Microlophus duncanensis",-3.884,2.719
"4451","Microlophus grayii",-3.884,2.719
"4452","Microlophus habelii",-3.884,2.719
"4453","Microlophus heterolepis",-3.884,2.719
"4454","Microlophus indefatigabilis",-3.884,2.719
"4455","Microlophus jacobii",-3.884,2.719
"4456","Microlophus koepckeorum",-3.884,2.719
"4457","Microlophus occipitalis",-3.884,2.719
"4458","Microlophus pacificus",-3.884,2.719
"4459","Microlophus peruvianus",-3.884,2.719
"4460","Microlophus quadrivittatus",-3.884,2.719
"4461","Microlophus stolzmanni",-3.884,2.719
"4462","Microlophus tarapacensis",-3.884,2.719
"4463","Microlophus theresiae",-3.884,2.719
"4464","Microlophus theresioides",-3.884,2.719
"4465","Microlophus thoracicus",-3.884,2.719
"4466","Microlophus tigris",-3.884,2.719
"4467","Microlophus yanezi",-3.884,2.719
"4468","Mniarogekko chahoua",-4.804,3.057
"4469","Mniarogekko jalu",-4.804,3.057
"4470","Mochlus afer",-5.125,3.229
"4471","Mochlus brevicaudis",-5.125,3.229
"4472","Mochlus grandisonianum",-5.125,3.229
"4473","Mochlus guineensis",-5.125,3.229
"4474","Mochlus mabuiiforme",-5.125,3.229
"4475","Mochlus mocquardi",-5.125,3.229
"4476","Mochlus paedocarinatum",-5.125,3.229
"4477","Mochlus productum",-5.125,3.229
"4478","Mochlus simonettai",-5.125,3.229
"4479","Mochlus somalicum",-5.125,3.229
"4480","Mochlus sundevalli",-5.125,3.229
"4481","Mochlus tanae",-4.207,2.471
"4482","Mochlus vinciguerrae",-5.125,3.229
"4483","Mokopirirakau cryptozoicus",-4.804,3.057
"4484","Mokopirirakau granulatus",-4.804,3.057
"4485","Mokopirirakau kahutarae",-4.804,3.057
"4486","Mokopirirakau nebulosus",-4.804,3.057
"4487","Moloch horridus",-4.686,3.105
"4488","Monopeltis adercae",-8.647,4.007
"4489","Monopeltis anchietae",-8.647,4.007
"4490","Monopeltis capensis",-8.647,4.007
"4491","Monopeltis decosteri",-8.647,4.007
"4492","Monopeltis galeata",-8.647,4.007
"4493","Monopeltis guentheri",-8.647,4.007
"4494","Monopeltis infuscata",-8.647,4.007
"4495","Monopeltis jugularis",-8.647,4.007
"4496","Monopeltis kabindae",-8.647,4.007
"4497","Monopeltis leonhardi",-8.647,4.007
"4498","Monopeltis luandae",-8.647,4.007
"4499","Monopeltis perplexus",-8.647,4.007
"4500","Monopeltis remaclei",-8.647,4.007
"4501","Monopeltis rhodesiana",-8.647,4.007
"4502","Monopeltis scalper",-8.647,4.007
"4503","Monopeltis schoutedeni",-8.647,4.007
"4504","Monopeltis sphenorhynchus",-8.647,4.007
"4505","Monopeltis vanderysti",-8.647,4.007
"4506","Monopeltis welwitschii",-8.647,4.007
"4507","Monopeltis zambezensis",-8.647,4.007
"4508","Morethia adelaidensis",-5.125,3.229
"4509","Morethia boulengeri",-5.125,3.229
"4510","Morethia butleri",-5.125,3.229
"4511","Morethia lineoocellata",-5.125,3.229
"4512","Morethia obscura",-5.125,3.229
"4513","Morethia ruficauda",-5.125,3.229
"4514","Morethia storri",-5.125,3.229
"4515","Morethia taeniopleura",-5.125,3.229
"4516","Morunasaurus annularis",-5.033,3.243
"4517","Morunasaurus groi",-5.033,3.243
"4518","Morunasaurus peruvianus",-5.033,3.243
"4519","Nactus acutus",-4.242,2.761
"4520","Nactus cheverti",-4.242,2.761
"4521","Nactus coindemirensis",-4.242,2.761
"4522","Nactus eboracensis",-4.242,2.761
"4523","Nactus galgajuga",-4.242,2.761
"4524","Nactus kunan",-4.242,2.761
"4525","Nactus multicarinatus",-4.242,2.761
"4526","Nactus pelagicus",-4.242,2.761
"4527","Nactus serpensinsula",-4.242,2.761
"4528","Nactus soniae",-4.242,2.761
"4529","Nactus sphaerodactylodes",-4.242,2.761
"4530","Nactus vankampeni",-4.242,2.761
"4531","Nadzikambia baylissi",-3.997,2.68
"4532","Nadzikambia mlanjensis",-3.997,2.68
"4533","Namazonurus campbelli",-5.747,3.589
"4534","Namazonurus lawrenci",-5.747,3.589
"4535","Namazonurus namaquensis",-5.747,3.589
"4536","Namazonurus peersi",-5.747,3.589
"4537","Namazonurus pustulatus",-5.747,3.589
"4538","Nannoscincus exos",-5.125,3.229
"4539","Nannoscincus fuscus",-5.125,3.229
"4540","Nannoscincus garrulus",-5.125,3.229
"4541","Nannoscincus gracilis",-4.207,2.471
"4542","Nannoscincus greeri",-5.125,3.229
"4543","Nannoscincus hanchisteus",-5.125,3.229
"4544","Nannoscincus humectus",-5.125,3.229
"4545","Nannoscincus koniambo",-5.125,3.229
"4546","Nannoscincus manautei",-5.125,3.229
"4547","Nannoscincus mariei",-5.125,3.229
"4548","Nannoscincus rankini",-5.125,3.229
"4549","Nannoscincus slevini",-4.207,2.471
"4550","Narudasia festiva",-4.242,2.761
"4551","Naultinus elegans",-4.804,3.057
"4552","Naultinus gemmeus",-4.804,3.057
"4553","Naultinus grayii",-4.804,3.057
"4554","Naultinus manukanus",-4.804,3.057
"4555","Naultinus punctatus",-4.804,3.057
"4556","Naultinus rudis",-4.804,3.057
"4557","Naultinus stellatus",-4.804,3.057
"4558","Naultinus tuberculatus",-4.804,3.057
"4559","Nebulifera robusta",-4.804,3.057
